OrderID,ItemsQuantity,State,City,Street,AppartmentNumber,Pincode,Landmark,Discount,DeliveryCost,TotalAmount,ModeOfPayment,TransactionID,OrderDate,DeliveryDate,AgentID,PharmacyID,PrescriptionID,UserID,Status,Subscription
150,10,Oklahoma,Sémbé,968 Cody Trail,53,92842,near Bus Stand,52.59,62.52,1207.59,Net Banking,NHMODC878453,2021-01-07,2021-01-10,83,60,,838,Order Placed,0
151,9,Colorado,Natu,88 Thompson Park,66,41769,opposite Bakery,67.59,34.36,1777.86,E-Wallet,QXACJA036588,2021-01-07,2021-01-12,19,183,,856,Out For Delivery,0
152,8,Nevada,Den Haag,9993 Homewood Circle,67,88407,,48.39,45.77,2211.29,COD,CRYYBR407447,2021-01-07,2021-01-15,66,6,,932,Being Placed,0
153,5,Washington,Puro Pinget,8 School Crossing,37,57262,near Metro,19.25,37.36,230.63,E-Wallet,HFBMFZ267136,2021-01-07,2021-01-14,24,273,,969,Cancelled,0
154,2,Louisiana,Lawa-an,6457 International Parkway,87,67977,,77.97,91.88,588.71,Net Banking,XBJTZA478356,2021-01-07,2021-01-17,43,95,,973,Being Placed,0
155,8,Montana,Sąspów,2129 Rockefeller Trail,94,22306,,8.25,89.8,1024.34,Credit Card,TUQNQK005481,2021-01-07,2021-01-16,33,146,,983,Order Placed,0
156,7,Illinois,Resistencia,44 Nancy Plaza,49,41554,,96.75,99.36,1505.33,Net Banking,SSKWNT188982,2021-01-08,2021-01-16,61,46,,2,Out For Delivery,0
157,8,Florida,Muleng,02002 Anniversary Park,60,77967,near Metro,86.47,59.15,765.35,COD,XUIERZ531226,2021-01-08,2021-01-17,70,28,,20,Being Placed,0
158,5,District of Columbia,Recreio,71330 High Crossing Place,1,85205,,51.55,53.25,187.14,E-Wallet,XBERWX286989,2021-01-08,2021-01-11,99,218,,26,Out For Delivery,0
159,10,Michigan,Fusagasuga,61700 Division Terrace,15,89415,near Bus Stand,47.17,75.94,459.58,COD,KZFICS869268,2021-01-08,2021-01-12,100,216,,66,Dispatched,0
160,10,Texas,Vienna,7 Claremont Pass,63,79103,opposite Bakery,78.28,66.73,759.66,COD,TDILME175419,2021-01-08,2021-01-17,11,275,,107,Order Placed,0
161,2,Michigan,Phùng,79 Moose Hill,1,74620,near Metro,4.86,34.19,181.15,Net Banking,JPCPMO316583,2021-01-08,2021-01-12,75,197,,308,Order Placed,0
162,10,Florida,Skaramangás,262 Stoughton Parkway,13,60752,near Metro,85.91,41.98,1534.92,Net Banking,ARCQHG222513,2021-01-08,2021-01-18,96,165,,328,Dispatched,0
163,2,Nevada,Seattle,27 Surrey Junction,75,20951,near Garden,27.97,35.12,125.9,Net Banking,YMAFGR638992,2021-01-08,2021-01-17,38,54,,397,Order Placed,0
164,3,Texas,Mabasa,5930 Fieldstone Point,13,79144,near Bus Stand,4.14,87.17,565,E-Wallet,MBEVFQ937197,2021-01-08,2021-01-13,98,283,,407,Being Placed,0
165,7,North Carolina,Dagushan,08307 Coolidge Park,35,85199,,1.17,57.39,921.4,E-Wallet,MQFWLO050896,2021-01-08,2021-01-14,61,95,,430,Dispatched,0
166,8,Washington,Sosnovka,4666 Waxwing Plaza,93,34518,,79.53,31.53,330.79,E-Wallet,SFDTKS792767,2021-01-08,2021-01-16,84,188,,447,Delivered,0
167,7,Colorado,Manay,1730 Eliot Hill,62,94129,near Garden,83.37,67.33,1157.7,Credit Card,LRTWBU962748,2021-01-08,2021-01-11,41,37,,474,Out For Delivery,0
168,6,Virginia,Paobokol,94050 Drewry Court,19,75499,near Government School,18.84,75.72,1497.98,Net Banking,PPVTPK822689,2021-01-08,2021-01-11,4,90,,489,Dispatched,0
169,1,Texas,Zhongguan,58572 Clove Street,82,93588,,75.85,38.05,202.31,Credit Card,WNUZUV911726,2021-01-08,2021-01-16,82,3,,500,Out For Delivery,0
170,4,Pennsylvania,Rodhítsa,8 Roxbury Trail,76,12645,opposite Bakery,23.6,78.4,267.46,Net Banking,MMAXEF462694,2021-01-08,2021-01-14,55,132,,519,Out For Delivery,0
171,10,Illinois,Zavr�,25041 Anzinger Alley,52,86968,opposite Mall,3.16,92.23,916.32,Credit Card,CRVRDZ121175,2021-01-08,2021-01-12,83,140,,565,Order Placed,0
172,1,Pennsylvania,Borås,9 Dayton Plaza,5,20734,,4.57,56.98,95.84,E-Wallet,TBJZSM594714,2021-01-08,2021-01-12,64,66,16,634,Delivered,0
173,10,California,Babo-Pangulo,0 Schiller Parkway,85,56459,opposite Mall,93.68,56.93,1285.57,E-Wallet,PQWOGB950187,2021-01-08,2021-01-11,100,270,,652,Dispatched,0
174,8,Minnesota,Maunggora,52 Burning Wood Avenue,81,13395,opposite Bakery,35.1,68.16,1656.74,E-Wallet,FAEVZC538432,2021-01-08,2021-01-12,84,206,,664,Out For Delivery,0
175,1,Texas,Qianjiang,889 Spaight Lane,54,89947,,99.62,45.14,-44.04,Credit Card,FTSBIC465829,2021-01-08,2021-01-17,69,195,,718,Dispatched,0
176,8,Arkansas,Solnice,5 Manley Parkway,32,52697,near Metro,68.58,55.8,1068.07,Credit Card,DFFFBM048164,2021-01-08,2021-01-17,48,11,,742,Being Placed,0
177,3,California,Pawitan,9712 Heffernan Avenue,10,34583,,89.29,31.41,97.59,Net Banking,USDMGZ062619,2021-01-08,2021-01-15,95,24,,805,Dispatched,0
178,1,California,Baixiang,7 Lindbergh Lane,77,95711,opposite Mall,85.27,85.95,87.84,Out For Delivery,JDSDYD017057,2021-01-08,2021-01-13,34,95,,828,Order Placed,1
179,8,Virginia,Balite,8001 Briar Crest Circle,11,89293,opposite Bakery,6.32,64.24,1930.16,Credit Card,REBRBL558312,2021-01-08,2021-01-11,14,137,,871,Delivered,0
180,10,California,Vyaz’ma,00 Ridgeway Hill,62,86668,near Metro,82.26,56.25,467.76,Credit Card,MYIUHW785917,2021-01-08,2021-01-15,76,272,,874,Order Placed,0
181,9,Georgia,Dome,7602 Barby Court,1,68482,near Bus Stand,85.51,70.01,1426.89,Credit Card,QKCSVO451409,2021-01-08,2021-01-18,37,6,,889,Dispatched,0
182,6,Florida,Douz,4363 Independence Hill,57,74483,,82.84,31.21,375.56,E-Wallet,APBMSN914900,2021-01-08,2021-01-18,39,244,,899,Order Placed,0
183,9,New York,Los Angeles,08 Leroy Place,99,16454,near Garden,55.21,90.87,1628.71,E-Wallet,QKVHKX508490,2021-01-08,2021-01-18,56,2,,901,Dispatched,0
184,1,New Mexico,Luhe,372 Laurel Avenue,15,29469,opposite Mall,6.57,60.88,74.82,Being Placed,VGZYHH986570,2021-01-08,2021-01-13,57,127,,921,Dispatched,1
185,10,California,Duncans,106 Melvin Drive,54,91424,near Metro,91.58,37.55,629.15,Net Banking,IIRXCK613267,2021-01-08,2021-01-16,50,55,,933,Dispatched,0
186,5,California,Tambaú,91499 Sunfield Way,18,60184,near Bus Stand,46.21,74.31,218.33,Net Banking,KTTWYV015090,2021-01-08,2021-01-16,8,180,,963,Delivered,0
187,4,Arkansas,Chiang Rai,56256 Pond Trail,44,44696,,26.38,59.28,1237.98,Credit Card,AYHSMK900541,2021-01-08,2021-01-15,62,198,,967,Delivered,0
188,1,Tennessee,Vagonoremont,12968 Forest Place,35,95956,,50.84,73.38,36.48,Delivered,EPCYNP541026,2021-01-08,2021-01-13,42,215,326,986,Out For Delivery,1
189,2,Texas,Bodeh,3417 Lakewood Avenue,7,98161,near Government School,11.61,69.7,151.01,Credit Card,MBZTGY399561,2021-01-09,2021-01-14,71,139,,11,Out For Delivery,0
190,1,California,Linhares,81361 Dakota Pass,64,80298,,96.53,99.78,61.67,Out For Delivery,ZGLTMB735234,2021-01-09,2021-01-16,49,34,,18,Order Placed,1
191,4,Idaho,Khoa,278 Butternut Plaza,25,83176,opposite Mall,38.42,80.42,269.02,COD,BGSISO586563,2021-01-09,2021-01-18,43,281,,36,Order Placed,0
192,3,Oregon,Darungan Lor,5 Harper Lane,80,10958,,12.77,34.81,176.6,Net Banking,HOSRVV639106,2021-01-09,2021-01-15,66,73,,58,Out For Delivery,0
193,2,New York,Tagoloan,837 Starling Park,3,57729,,4.56,60.65,187.62,COD,FEAXMS187216,2021-01-09,2021-01-18,53,289,,86,Dispatched,0
194,10,Colorado,La Paz,16 Redwing Road,27,12694,opposite Mall,29.56,83.96,2596.65,Credit Card,EQSBGX703557,2021-01-09,2021-01-12,65,287,,91,Delivered,0
195,4,Virginia,Zaleszany,69066 Huxley Avenue,49,42510,,23.29,89.92,223.73,COD,WMSSMF238144,2021-01-09,2021-01-15,19,64,,108,Out For Delivery,0
196,1,District of Columbia,Kyaiklat,4916 Service Terrace,47,63306,near Bus Stand,86.33,78.37,50.68,Being Placed,ZIOCRW701243,2021-01-09,2021-01-12,96,9,496,115,Order Placed,1
197,6,Texas,Yazykovo,9297 Manitowish Pass,43,28589,near Bus Stand,1.29,52.93,352.69,Credit Card,FTKSFM244965,2021-01-09,2021-01-13,40,46,,134,Dispatched,0
198,6,Colorado,Pa Kham,210 Columbus Court,36,70349,,48.7,40.38,1008.8,Credit Card,UKNIRI533938,2021-01-09,2021-01-18,91,18,,143,Out For Delivery,0
199,4,Florida,Mawlamyinegyunn,74817 Lunder Junction,24,56118,near Government School,8.56,73.63,683.17,Credit Card,KUPGSR041940,2021-01-09,2021-01-18,90,126,,168,Out For Delivery,0
200,2,Colorado,Debe,98 Fairview Hill,15,96406,opposite Mall,42.93,31.3,551.35,E-Wallet,IUTMDW829715,2021-01-09,2021-01-19,35,42,,169,Being Placed,0
201,10,Louisiana,Boucherville,1584 Riverside Pass,96,34048,near Bus Stand,64.23,39.71,1585.57,E-Wallet,EYVWXR527475,2021-01-09,2021-01-17,32,295,,172,Cancelled,0
202,5,Texas,Boniewo,336 Manley Point,56,86224,near Garden,57.49,43,874.51,Credit Card,TPHWLS528382,2021-01-09,2021-01-17,78,78,,200,Delivered,0
203,3,New York,Borås,06893 Eggendart Junction,85,28301,near Garden,0.11,61.73,151.22,COD,VNWYIC220693,2021-01-09,2021-01-12,26,14,,213,Order Placed,0
204,9,Iowa,La Unión,73 Straubel Court,61,36619,near Metro,99.12,33.64,1124.9,Net Banking,YOYYYL876891,2021-01-09,2021-01-12,86,34,,264,Out For Delivery,0
205,10,Texas,Duobagou,80631 Sloan Trail,55,94724,,51.21,75.66,1167.72,E-Wallet,ZPYGAU365480,2021-01-09,2021-01-18,56,194,,290,Being Placed,0
206,8,District of Columbia,Bibirevo,330 Donald Hill,10,43777,opposite Bakery,87.53,32.05,352.11,Credit Card,RASDLT254195,2021-01-09,2021-01-19,35,84,,357,Dispatched,0
207,1,Pennsylvania,Zhongshan,65900 Mallard Center,1,71303,near Metro,83.05,92.02,87.51,Credit Card,YAICBQ763167,2021-01-09,2021-01-12,3,240,638,423,Delivered,0
208,1,Alabama,Princeville,9500 Mandrake Point,34,56797,,10.6,85.28,128.39,E-Wallet,AXEASK685620,2021-01-09,2021-01-14,5,133,,428,Out For Delivery,0
209,3,Florida,Solina,3661 Merrick Park,4,87461,front of Mall,84.21,30.32,65.69,Net Banking,YHHDAD959054,2021-01-09,2021-01-12,46,111,,458,Order Placed,0
210,5,New Hampshire,Gostynin,751 Coolidge Pass,73,79291,near Metro,52.62,96.78,289.49,Credit Card,ESWSUG305368,2021-01-09,2021-01-15,38,266,,464,Cancelled,0
211,7,Virginia,Magtangol,83 Dayton Terrace,81,66930,near Government School,46.18,64.96,408.32,Credit Card,RXITGT830617,2021-01-09,2021-01-18,59,11,,481,Delivered,0
212,4,New York,Kankara,900 West Drive,21,79568,near Garden,82.54,83.59,314.91,E-Wallet,RAIAUF793165,2021-01-09,2021-01-15,93,207,,566,Out For Delivery,0
213,9,Nevada,Dunhou,71711 Burning Wood Junction,25,62471,near Metro,22.08,96.19,611.76,Credit Card,IORJGY928279,2021-01-09,2021-01-12,15,36,,571,Cancelled,0
214,1,Indiana,Jam,8246 Alpine Parkway,50,92709,near Metro,16.24,61.26,96.9,Order Placed,ZCTPVN080768,2021-01-09,2021-01-12,10,6,,590,Being Placed,1
215,3,California,Victoria,412 Graedel Hill,48,41304,front of Mall,4.2,67.04,1063.9,COD,ASRHWM899809,2021-01-09,2021-01-13,69,186,,601,Delivered,0
216,8,Texas,Nakhabino,764 Randy Place,67,91834,,8.31,30.05,1593.66,COD,OPLRHD371223,2021-01-09,2021-01-18,84,226,,625,Cancelled,0
217,3,Florida,Guimba,06 Londonderry Way,59,38878,near Bus Stand,18.92,86.11,248.45,E-Wallet,OQZFKC867802,2021-01-09,2021-01-13,37,51,,633,Delivered,0
218,1,Colorado,Jal�l�b�d,93700 Stoughton Way,85,99454,opposite Bakery,85.99,55.23,17.38,Out For Delivery,NAHDTS538139,2021-01-09,2021-01-14,29,8,,640,Out For Delivery,1
219,10,California,Wangyi Zhendian,88 Drewry Road,7,92059,near Bus Stand,96.97,38.33,2632.73,COD,PFYYTJ482875,2021-01-09,2021-01-19,50,74,,678,Delivered,0
220,8,Kentucky,Ārt Khw�jah,14362 Schlimgen Point,64,64249,,0.38,58.24,479.85,COD,LCPSCE658082,2021-01-09,2021-01-19,20,218,,700,Cancelled,0
221,9,New York,Itapuí,1779 Lindbergh Road,94,30549,near Bus Stand,96.81,60.18,995.49,COD,DSSSAV464401,2021-01-09,2021-01-18,89,145,,738,Dispatched,0
222,3,Ohio,Kakan,74560 Bobwhite Crossing,41,79994,near Bus Stand,82.77,76.51,106.72,E-Wallet,XSVNGT824598,2021-01-09,2021-01-13,52,165,,831,Out For Delivery,0
223,10,Alabama,Borlänge,73 Gale Way,24,16550,,7.04,32.88,2521.14,Net Banking,FIVXYZ247804,2021-01-09,2021-01-17,76,14,,898,Cancelled,0
224,1,Arizona,Santa Eulalia,50 Warner Parkway,29,84728,near Bus Stand,19.56,51.29,80.15,Order Placed,VFBPAI510249,2021-01-09,2021-01-15,40,173,377,939,Out For Delivery,1
225,1,Washington,Złocieniec,27841 Oneill Park,17,42990,opposite Mall,96.35,32.96,327.13,Net Banking,TSFIXP436417,2021-01-10,2021-01-19,49,272,152,8,Being Placed,0
226,6,District of Columbia,Recreio,71330 High Crossing Place,1,85205,,65.67,51.65,308.11,Net Banking,ZPLWTB409997,2021-01-10,2021-01-15,74,215,,26,Out For Delivery,0
227,4,New York,Frederiksberg,4 Trailsway Circle,71,57786,near Metro,5.19,61.06,260.28,Net Banking,SDYKPM962975,2021-01-10,2021-01-17,33,125,,28,Out For Delivery,0
228,8,Washington,Nankou,0499 Redwing Court,51,27673,,53.71,58.96,863.69,Credit Card,LWVXPT781966,2021-01-10,2021-01-19,44,150,,37,Order Placed,0
229,2,Washington,Nankou,0499 Redwing Court,51,27673,,64.13,43.51,825.65,Credit Card,LWLQYU190834,2021-01-10,2021-01-14,21,213,,37,Out For Delivery,0
230,6,Alabama,Cova da Iria,9 Lakewood Gardens Drive,5,66620,,69.15,71.86,566.78,COD,XIEMTQ814673,2021-01-10,2021-01-13,94,196,,116,Delivered,0
231,1,Pennsylvania,Abaza,166 Toban Avenue,4,49538,near Government School,76.86,98.77,80.73,Delivered,NZKAFG341419,2021-01-10,2021-01-13,5,20,,138,Being Placed,1
232,3,California,Kuantan,3628 Warner Road,67,81339,near Bus Stand,9.65,36.49,283.29,E-Wallet,ANZYJM613505,2021-01-10,2021-01-18,34,109,,142,Out For Delivery,0
233,6,California,Noveleta,147 Jenifer Hill,84,93783,,99.64,39.04,1155.09,Net Banking,XCZDUL819778,2021-01-10,2021-01-18,72,188,,246,Delivered,0
234,1,Texas,Duobagou,80631 Sloan Trail,55,94724,,67.43,66.12,71.6,COD,UQFMGS359390,2021-01-10,2021-01-16,74,257,,290,Out For Delivery,0
235,6,California,Pimbalayan,7051 Schurz Junction,55,49664,near Metro,29.14,46.89,726.57,E-Wallet,UEVRFK413423,2021-01-10,2021-01-20,65,208,,392,Delivered,0
236,5,District of Columbia,Zhouyuan,6 Maryland Parkway,67,38414,near Government School,68.42,62.88,701.08,COD,SLFIKD069200,2021-01-10,2021-01-17,49,79,,429,Being Placed,0
237,2,District of Columbia,Zhouyuan,6 Maryland Parkway,67,38414,near Government School,18.07,62.78,198.58,E-Wallet,BLNLSU782522,2021-01-10,2021-01-15,3,57,,429,Dispatched,0
238,1,Washington,Natakoli,7441 Sheridan Place,85,16827,opposite Bakery,19.02,61.28,76.26,Net Banking,OOOAXD940108,2021-01-10,2021-01-13,31,4,,435,Order Placed,0
239,5,New Hampshire,Gostynin,751 Coolidge Pass,73,79291,near Metro,53.21,45.84,1048.66,E-Wallet,NWYELY433541,2021-01-10,2021-01-17,92,53,,464,Being Placed,0
240,1,Pennsylvania,Palomoc,4 Schiller Street,67,86366,opposite Bakery,60.05,88.64,123.98,COD,SSOHVL200149,2021-01-10,2021-01-19,9,3,,512,Out For Delivery,0
241,1,Illinois,Longtian,40201 Arapahoe Road,46,96850,opposite Mall,62.9,63.18,11.64,Out For Delivery,EMPELK896397,2021-01-10,2021-01-15,32,296,136,546,Dispatched,1
242,9,Indiana,Dulangan,62 Talisman Circle,58,19335,near Garden,85.4,72.05,556.36,E-Wallet,JSRMNI592493,2021-01-10,2021-01-15,20,15,,561,Being Placed,0
243,2,Iowa,Taytayan,1 Stephen Hill,1,19599,,67.39,43.02,87.24,E-Wallet,BXQCYU880128,2021-01-10,2021-01-14,28,246,,649,Cancelled,0
244,2,Illinois,San Simon,1883 Waywood Hill,9,43240,near Bus Stand,45.91,59.13,61.78,Credit Card,MKTRDJ375527,2021-01-10,2021-01-15,77,56,,707,Cancelled,0
245,7,Illinois,Ngou,3702 Alpine Plaza,89,28270,near Government School,17.35,72.74,798.25,COD,RHNLHF917845,2021-01-10,2021-01-17,37,33,,714,Delivered,0
246,8,Rhode Island,Lubbock,9 Forest Alley,60,36198,,75.49,41.91,1330.36,Credit Card,OHCUWZ025092,2021-01-10,2021-01-14,18,270,,767,Order Placed,0
247,3,Georgia,Santa Rosa,37 Roth Parkway,85,20051,near Garden,16.1,33.56,287.71,COD,ZMVGDU255733,2021-01-10,2021-01-16,27,285,,773,Cancelled,0
248,8,California,Palestina,993 Eggendart Lane,94,41507,,95.6,44.6,398.64,E-Wallet,KOUSZG269559,2021-01-10,2021-01-20,77,53,,797,Being Placed,0
249,1,Texas,Sarrat,0 Lunder Center,50,45185,near Metro,29.3,76.57,108.98,Dispatched,EQEDLP019172,2021-01-10,2021-01-17,76,210,,930,Out For Delivery,1
250,7,Texas,Nosy Varika,23 Reindahl Junction,16,94724,near Metro,64.89,71.32,784.86,COD,LEBMIH482910,2021-01-10,2021-01-17,36,36,,992,Dispatched,0
251,9,Florida,Namioka,96 Milwaukee Pass,63,28341,,49.25,46.33,2025.99,COD,GOBBQL768855,2021-01-11,2021-01-17,21,15,,42,Order Placed,0
252,9,Texas,Jeziorany,0 Hazelcrest Crossing,13,81497,opposite Mall,11.09,91.08,1040.53,COD,JSJHVE252777,2021-01-11,2021-01-14,90,159,,57,Dispatched,0
253,10,Connecticut,Nyūzen,6711 Arizona Circle,7,58660,near Government School,13.67,47.68,661.32,E-Wallet,CLJYYT162198,2021-01-11,2021-01-21,20,97,,96,Being Placed,0
254,5,California,Makuyuni,1784 Ronald Regan Place,14,40005,,68.97,76.49,1192.6,E-Wallet,QWINQP490183,2021-01-11,2021-01-20,62,50,,167,Being Placed,0
255,9,Kentucky,Stalís,71 Bashford Drive,30,43748,near Government School,72.42,43.79,479.94,E-Wallet,RTFLPV816181,2021-01-11,2021-01-14,57,121,,222,Out For Delivery,0
256,7,New Hampshire,Dasheng,04 Forest Run Park,16,51995,near Government School,22.71,84.53,1292.23,COD,LHBGEQ542515,2021-01-11,2021-01-15,4,141,,262,Dispatched,0
257,7,Florida,Ghanzi,4 Fisk Drive,26,67088,,22.78,95.38,677.8,COD,LFIBCU126277,2021-01-11,2021-01-14,3,275,,389,Delivered,0
258,9,Florida,Shifo,6 Mifflin Court,95,68066,opposite Bakery,57.35,93.2,1557.38,COD,DPSTON754080,2021-01-11,2021-01-20,20,239,,425,Cancelled,0
259,2,Utah,Hultsfred,4822 Anzinger Center,31,57161,,62.04,96.07,112.48,Net Banking,PSVDGT499487,2021-01-11,2021-01-19,46,124,,487,Cancelled,0
260,3,Nevada,Dunhou,71711 Burning Wood Junction,25,62471,near Metro,53.38,72.53,293.21,COD,UBYBAO764667,2021-01-11,2021-01-18,98,1,,571,Cancelled,0
261,6,Minnesota,Nalus,448 Maywood Street,86,39530,near Metro,44.21,49.09,318.6,Credit Card,RWTFYG574961,2021-01-11,2021-01-16,16,150,,582,Out For Delivery,0
262,1,Texas,Shilibu,6010 Eagan Terrace,30,55991,near Metro,61.43,43.59,734.2,Delivered,DKQXKP864322,2021-01-11,2021-01-17,62,207,321,588,Dispatched,1
263,5,Iowa,Kstovo,4314 Straubel Pass,62,68795,near Government School,2.36,84.33,1569.48,COD,KYGZDS955018,2021-01-11,2021-01-19,41,218,,594,Order Placed,0
264,5,New York,Santiago dos Velhos,47863 Caliangt Pass,33,58791,,16.71,48.29,326.09,E-Wallet,TWRVFB606997,2021-01-11,2021-01-18,11,174,,712,Dispatched,0
265,5,New York,Villa Nueva,6 Sherman Avenue,9,49087,opposite Bakery,20.28,80.51,296.87,Net Banking,NKQASQ597169,2021-01-11,2021-01-14,93,297,,784,Out For Delivery,0
266,9,Ohio,Kakan,74560 Bobwhite Crossing,41,79994,near Bus Stand,70.71,34.94,423.44,Credit Card,LHDHIO610943,2021-01-11,2021-01-21,8,168,,831,Dispatched,0
267,1,New York,Nantes,952 Anniversary Street,59,67125,near Government School,71.36,58.85,69.94,Being Placed,NEBBYU357420,2021-01-11,2021-01-18,84,190,,905,Cancelled,1
268,1,Washington,Nýřany,75 Quincy Plaza,6,94674,near Garden,23.08,94.22,127.03,Out For Delivery,ZNDXCA130629,2021-01-11,2021-01-18,82,149,,917,Cancelled,1
269,1,Tennessee,Vagonoremont,12968 Forest Place,35,95956,,74.63,40.73,-19.96,Delivered,CYKINF627558,2021-01-11,2021-01-14,35,49,326,986,Being Placed,1
270,4,District of Columbia,Tanjungbatu,82 Quincy Drive,12,77085,,28.38,82.61,1154.48,E-Wallet,KEAGGN758252,2021-01-12,2021-01-19,53,101,,32,Order Placed,0
271,1,Oregon,Darungan Lor,5 Harper Lane,80,10958,,93.38,83.43,22.86,Out For Delivery,COLVYH289928,2021-01-12,2021-01-18,12,231,,58,Order Placed,1
272,8,Texas,Azun Atme,7564 Dorton Park,84,84818,opposite Mall,23.03,94.87,1579.83,E-Wallet,NJXDEQ069552,2021-01-12,2021-01-17,93,50,,106,Being Placed,0
273,8,District of Columbia,Banī Zayd,56554 Schlimgen Road,86,96833,opposite Bakery,41.49,32.42,1349.15,Credit Card,RVCNNQ772788,2021-01-12,2021-01-18,71,69,,110,Dispatched,0
274,1,Texas,Yazykovo,9297 Manitowish Pass,43,28589,near Bus Stand,24.46,87.71,130.72,Order Placed,ILIBOM210023,2021-01-12,2021-01-17,8,35,,134,Being Placed,1
275,6,Colorado,Ōta,6 Artisan Circle,74,18932,,50.12,35.51,1351.07,E-Wallet,ZMBAIT548529,2021-01-12,2021-01-16,20,199,,174,Order Placed,0
276,6,New York,Pavlovskaya,30507 Nelson Pass,21,27194,,88.77,74.64,446.68,Credit Card,XFXIRG752681,2021-01-12,2021-01-17,57,143,,196,Order Placed,0
277,10,California,Sydney,03066 Welch Point,44,88945,opposite Bakery,72.08,61.46,1926.95,E-Wallet,DZOLAM352256,2021-01-12,2021-01-15,37,96,,216,Being Placed,0
278,8,New Hampshire,Dasheng,04 Forest Run Park,16,51995,near Government School,96.13,61.69,324.91,E-Wallet,PGYSVU245512,2021-01-12,2021-01-22,32,99,,262,Order Placed,0
279,7,Illinois,Huyang,9872 Dayton Pass,83,41126,opposite Bakery,38.98,75.78,639.8,E-Wallet,OUDSGG070499,2021-01-12,2021-01-22,43,100,,315,Dispatched,0
280,1,Florida,Açucena,8 Fremont Street,66,76176,opposite Bakery,92.54,87.15,33.32,COD,VWIXSQ266426,2021-01-12,2021-01-15,93,90,,353,Out For Delivery,0
281,1,Utah,Agía Varvára,30070 Orin Trail,68,16817,opposite Bakery,29.7,79.78,131.87,COD,MIHTRZ647313,2021-01-12,2021-01-19,73,294,421,396,Out For Delivery,0
282,10,District of Columbia,Soito,1221 Forest Dale Street,22,35270,opposite Mall,8.37,33.25,588.56,Credit Card,YRMSZS561947,2021-01-12,2021-01-17,83,219,,442,Dispatched,0
283,4,Tennessee,Semampir,1 Loomis Hill,41,45469,front of Mall,51.7,51.57,196.52,E-Wallet,YTGALY021046,2021-01-12,2021-01-17,68,231,,454,Out For Delivery,0
284,8,Colorado,Manay,1730 Eliot Hill,62,94129,near Garden,13.77,92.63,653.86,E-Wallet,IOTSTL299337,2021-01-12,2021-01-16,76,111,,474,Delivered,0
285,9,Kentucky,Esperanza,72267 7th Crossing,46,13284,opposite Bakery,4.88,79.5,2274.58,E-Wallet,SZYQIH236617,2021-01-12,2021-01-17,75,120,,609,Out For Delivery,0
286,4,Georgia,Rustam jo Goth,99109 Burning Wood Parkway,40,27142,opposite Bakery,93.66,61.33,308.28,Net Banking,PVWOZS869113,2021-01-12,2021-01-16,3,273,,632,Dispatched,0
287,2,Idaho,Des Moines,20 Little Fleur Crossing,59,64027,opposite Mall,91.53,38.27,55.39,COD,RWYSKR584593,2021-01-12,2021-01-22,12,267,,730,Order Placed,0
288,9,Alabama,Yoshkar-Ola,10 Boyd Parkway,16,77817,front of Mall,40.76,41.25,503.53,COD,GADAKT742094,2021-01-12,2021-01-19,98,144,,732,Cancelled,0
289,4,South Dakota,Corupá,026 Merry Point,56,24518,near Metro,17.19,41.82,505.79,COD,BMBZKG219402,2021-01-12,2021-01-19,8,225,,812,Dispatched,0
290,10,New York,Nantes,952 Anniversary Street,59,67125,near Government School,97.74,80.32,1353.85,E-Wallet,ERXMLY535233,2021-01-12,2021-01-16,85,223,,905,Cancelled,0
291,1,Colorado,Hiseti,78587 Paget Park,77,40615,front of Mall,6.78,75.69,130.01,Cancelled,XCOCWD443760,2021-01-12,2021-01-15,57,68,,927,Dispatched,1
292,10,Washington,Mernek,7329 Crescent Oaks Lane,73,12324,near Bus Stand,21.38,81.29,2617.33,COD,ZTGLUC951299,2021-01-12,2021-01-15,78,66,,928,Order Placed,0
293,4,Missouri,Jixian,0 Grover Drive,36,52269,near Government School,25.78,72.14,915.51,Net Banking,JCTKBL474078,2021-01-12,2021-01-21,17,298,,962,Order Placed,0
